YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,keynote,Dewan Ahmed,1,1,Harness,Dewan Ahmed.png,https://www.linkedin.com/in/diahmed/,,,,Keynote: Secure by Default: Building Confidence in AI-Driven Delivery,"The fastest way to break trust in DevSecOps is to automate insecurity at scale. As AI takes a central role in our pipelines, it is time to rethink what ""secure by default"" really means.

In this keynote, Dewan Ahmed will challenge the audience to look beyond vulnerability scanners and compliance gates. He will share a vision for intelligent security by design, where native intelligence within the delivery platform detects not only vulnerable code but risky delivery behavior such as misconfigured environments, suspicious artifact provenance, and drift between source and runtime.

You will walk away with a framework for balancing automation with human oversight and examples from Harness’ work on building verifiable, auditable, AI-native delivery systems. In the new world of DevSecOps, safety is not a step; it is an outcome we continuously learn to improve.",,"Dewan Ahmed is a Principal Developer Advocate at Harness and a Governing Board General Member Representative at the Continuous Delivery Foundation. He focuses on DevRel and content strategy across CI/CD, DevOps, and open source, with deep expertise in software supply chain security and developer experience."
,keynote,Birol Yildiz,1,1,ilert,Birol Yildiz.png,https://www.linkedin.com/in/birolyildiz/,,@birol_yildiz,,Keynote: When Incidents Fix Themselves: AI SRE in action,"The next evolution of incident response isn’t faster alerts, it’s autonomous resolution. Join ilert CEO Birol Yildiz as he shows how AI SRE agents now diagnose and remediate outages without waking anyone up. Learn how these systems combine observability data, deployment context, and code intelligence to restore services in minutes and hand over clean incident reports instead of 3 a.m. pages.",,"Birol Yildiz is the Co-founder and CEO of ilert, adeptly steering the company with a rare combination of technical and product expertise. His prior experience includes a significant role as Chief Product Owner for Big Data products at REWE Digital. With a strong foundation in computer science, Birol bridges the gap between developer and product strategist, constantly striving to innovate and provide customer-centric solutions at ilert."
,keynote,Ben Hopp,1,1,Imply,Ben Hopp.png,https://www.linkedin.com/in/benhopp/,,,,Keynote: Decoupling Observability for Incident Response at Scale,"On-call incidents don’t fail because teams lack dashboards. They fail because observability systems slow down under real investigative load.

As telemetry volumes grow and retention windows expand, SRE teams are being asked to run deeper, broader investigations—often under time pressure—on platforms that were designed for steady-state monitoring, not bursty incident response. Tightly coupled observability stacks bind storage, compute, and query together, forcing teams to overprovision infrastructure, limit retention, or accept degraded performance during incidents.

In this talk, we’ll explore why decoupling observability architectures is becoming essential for SRE teams operating at scale. Using a real incident investigation workflow, we’ll break down how separating data storage, compute, and interaction layers allows teams to keep fast, reliable monitoring while elastically scaling investigations when incidents occur.

We’ll connect these patterns to lessons learned in other data-intensive systems, but stay grounded in the day-to-day realities of on-call life: faster root cause analysis, fewer tradeoffs during incidents, and observability systems that hold up when you need them most.",,"Ben Hopp is an Architect at Imply, where he helps organizations decouple their observability stack with Imply Lumi. Based in Denver, Ben brings an extensive background in real-time data systems and observability, having worked on some of the world's largest data platforms. He specializes in helping teams break free from legacy observability stacks, enabling them to retain flexibility and control over their observability data while reducing costs and complexity."
,keynote,AJ Mejorado,1,1,Chainguard,AJ Mejorado.png,https://www.linkedin.com/in/amejorado/,,,,Keynote: The Best CVE Is the One You Never Patch: Removing Vulnerability Toil for SREs,"For most SRE teams, CVE remediation has become a never-ending source of toil—rebuilds, backports, emergency releases, and late-night firefighting. This talk explores how Chainguard flips that model by removing vulnerability remediation from the SRE workload entirely.
We’ll look at how secure-by-default images, continuous rebuilds, and automated patch pipelines eliminate the need for teams to chase CVEs in production. Instead of reacting to vulnerabilities, SREs inherit artifacts that are already patched, minimal, and ready to run—freeing them to focus on reliability, performance, and scale.
This session is about shifting CVE response left, shrinking the attack surface, and giving SRE teams their time back—because patching shouldn’t be an on-call responsibility.",,"AJ Mejorado is a Solutions Engineer at Chainguard with a background in DevOps and CI/CD. He focuses on helping teams improve software delivery practices, scale pipelines safely, and reduce risk across the development lifecycle. AJ has held engineering, sales engineering, and product education roles, including helping build certification programs and developer enablement initiatives."
,keynote,Endre Sara,1,1,Causely ,Endre Sara.png,https://www.linkedin.com/in/endresara/,,,,Keynote: The Missing Layer in AI-Driven Reliability ,"AI agents are entering incident response with powerful capabilities—detecting anomalies, summarizing logs, and suggesting fixes. Some even execute changes autonomously. The promise is compelling: fully autonomous resolution of production incidents in complex, constantly changing distributed systems. 

But before we hand control to agents, we must ask a fundamental question: What kind of understanding must exist before we let agents act? 

This talk argues that the real bottleneck is not model intelligence, but the absence of a continuously updated causal model of the system itself. ",,"Co-Founder of Causely and former Engineering Director at Turbonomic (acquired by IBM), Endre has over 20 years of experience designing distributed data and runtime platforms. Before joining Turbonomic, he served as Vice President of Enterprise Systems Management at Goldman Sachs, leading large-scale infrastructure and monitoring initiatives. Endre holds a Ph.D. in Electrical Engineering from Stevens Institute of Technology and an M.S. in Electrical Engineering from the Budapest University of Technology and Economics."
,keynote,Francois Martel,1,1,NeuBird AI,Francois Martel.png,https://www.linkedin.com/in/martelcloud/,,,,Keynote: The AI SRE Landscape: From LLMs to Multi-Agent Ecosystems,"With more than 15 vendors now claiming AI powered SRE capabilities, engineering leaders are facing a deafening amount of noise. Teams are asking hard questions. Is Datadog Bits AI the same thing as an AI agent? AWS just launched a DevOps Agent. Do we still need a vendor? Our ServiceNow rep says their AI can handle it all. How do you cut through the hype?

This talk provides a practical framework for understanding the AI systems transforming Site Reliability Engineering, including foundation LLMs, RAG systems, chat based tools, agentic AI, and multi agent ecosystems. We map the current vendor landscape across five categories: Incident Coordinators, AI Investigators, Observability Native AI, Cloud Provider Agents, and Coding Agents. You will see what each category can actually do today and why context engineering, not model intelligence, is the real differentiator.

The session includes a live walkthrough of a multi agent workflow handling a production incident end to end. It starts with intelligent detection and root cause analysis, continues through automated remediation using a coding agent, and finishes with verified resolution. Humans stay in the loop only where it matters. The workflow persists for hours, coordinates across tools, and retains full context throughout.

You will leave with a clear mental model for evaluating AI SRE tools and a phased adoption roadmap. The key takeaways are straightforward. Know what type of AI you are buying. Invest in context architecture over model hype. Build a layered stack rather than a monolith.",,"Francois Martel is the Field CTO at Neubird.ai, where he works with SRE and platform teams to apply generative AI to real world reliability and operations challenges. He focuses on helping engineering leaders move beyond hype to practical, production ready AI systems for incident response, observability, and operations at scale."
,confirmed,Yasmin Dunsky & Avner Raacov,1,1,Wild Moose & Redis,Yasmin Dunsky & Avner Raacov.png,https://www.linkedin.com/in/yasmin-dunsky/,https://www.linkedin.com/in/avner-yaacov-b69b2475/,,,What It Takes To Build Reliability as a System,"In this talk, Redis and Wild Moose share how they're approaching AI SRE as something that can be designed, automated, and continuously improved. We'll explore how to build AI SRE systems that teams can actually trust in production by applying the same standards used for observability systems: fast, testable, configurable, and transparent.

Using a real-world example from Redis, we'll show how debugging agents turn tribal knowledge into structured investigation workflows and automate critical parts of the operational flow—creating a reliability system that improves with every incident. We'll also share why treating agents like production code, with regression testing and validation, is essential for long-term scale. You'll walk away with an understanding of the cultural shift needed to fully leverage AI for incident management.",,"**[Yasmin Dunsky](https://www.linkedin.com/in/yasmin-dunsky/)** is the Co-Founder & CEO of Wild Moose (YC W23), an AI-first SRE platform that helps engineering teams investigate production incidents in under a minute by turning tribal debugging knowledge into reliable, testable AI agents. Prior to founding Wild Moose, she led and scaled one of Israel’s largest nonprofits for computer science education, partnering with Google and Microsoft to build programs that reached thousands of students nationwide. She holds an MBA from Stanford and previously worked as a software engineer at Google.

**[Avner Yaacov](https://www.linkedin.com/in/avner-yaacov-b69b2475/)** is Director of Cloud Operations at Redis, where he leads global SRE, Cloud Operations, and Software Engineering teams responsible for the reliability, scalability, and operability of Redis Cloud. He manages the largest multi-cloud deployment of Redis, overseeing complex production environments across cloud providers and regions. With over a decade of experience in DevOps and SRE roles, Avner has built and operated large-scale distributed systems across cloud and high-performance environments. Over the past year, he has led Redis' shift toward AI-driven operations, focusing on moving from reactive operations to AI-assisted troubleshooting and automated remediation, while establishing clear standards for how automation is written, tested, rolled out, and trusted in production."
,confirmed,Mandi Walls,1,1,PagerDuty,Mandi Walls.png,https://www.linkedin.com/in/mandiwalls/,,,,Reevaluating Post-Incident Reviews,"Post-Incident Review. Postmortem. Incident Report. Whatever you call them, they take time and resources, and sometimes you’re not even sure if anyone reads them.
The Post-Incident Review is a story. Maybe it’s a bit of a mystery, maybe it’s a feel-good story of redemption. Maybe it’s a buddy comedy. We produce these reports so that other folks in our organization can learn from the things we learned and hopefully not repeat our same mistakes.

Collecting the data and creating the story are work. We’ll talk about how PagerDuty has changed and adapted our methodology over time to produce better reviews that help more engineers get more out of the process and the assets that are produced.",,"Mandi Walls is a DevOps Advocate at PagerDuty and an Advisory Board Member for the Customer Experience Executive Program at Ithaca College. With more than a decade of experience across operations, automation, and community leadership - including nearly nine years in technical and community roles at Chef Software - she brings deep expertise in incident response, service reliability, and practitioner education. A frequent speaker, Mandi focuses on practical DevOps practices and building healthier engineering cultures."
,confirmed,Jason Schechner,1,1,Traversal,Jason Schechner.png,https://www.linkedin.com/in/jasonkschechner/,,,,What Makes an AI SRE Trustworthy? An SRE’s Take.,"On-call is stressful enough without worrying whether AI hallucinated the root cause.

In this talk, an SRE who's been handling production incidents since before the role had a name will share what it's like to build an AI system that triages incidents and monitors system health — and why it's not as simple as throwing telemetry at an LLM.

He'll walk through how he worked with AI engineers to transfer decades of troubleshooting instincts — and where the AI deliberately diverges (like parallelizing hypothesis exploration). He'll also discuss how we build trust through evaluation — comparing accuracy, latency, and reasoning against ground truth from SREs.

This is a practitioner's view of what it takes to build an AI investigator that engineers can rely on when things are on fire at 3am.",,
,confirmed,Maria Garcia Garcia & Lucia Lopez Barrero,1,1,Resizes,Maria Garcia Garcia & Lucia Lopez Barrero.png,https://www.linkedin.com/in/mariia126/,https://www.linkedin.com/in/luc%C3%ADa-l%C3%B3pez-barrero-88a786351/,,,Responsible Kubernetes: clusters that don’t kill the planet (or your budget),"This talk focuses on applying FinOps and sustainability (GreenOps) principles in Kubernetes, addressing very common challenges such as cluster overprovisioning, inefficient resource usage, lack of cost visibility, and the environmental impact of always-on infrastructure. We share real-world practices, common mistakes, and practical lessons on how to run Kubernetes in a more efficient, cost-aware, and sustainable way.

We are two engineers who started working in Platform Engineering about a year ago, and we believe this perspective brings real value: we speak from recent, hands-on experience, from what we’ve encountered operating real clusters, what didn’t work, what did, and what we’ve learned along the way while trying to make Kubernetes more responsible in day-to-day operations.",,"**[María García García](https://www.linkedin.com/in/mariia126/)** is a junior platform engineer currently completing an apprenticeship in Gijón, Asturias. She is building her foundations in platform engineering while gaining hands-on experience in real environments. Previously, she worked as an application developer intern at ABAMobile, where she focused on multiplatform development, and as a web developer intern at Bittia, contributing to real-world projects and strengthening her teamwork skills. María has a background in technical training from TuniverS Formación and brings a practical, detail-oriented mindset shaped by both technical and non-technical roles.

**[Lucía López Barrero](https://www.linkedin.com/in/luc%C3%ADa-l%C3%B3pez-barrero-88a786351/)** is a computer engineering student specializing in information technologies at the University of Oviedo. She is currently completing an internship, gaining practical experience alongside her academic studies. Lucía is in the final stage of her degree and is focused on developing a solid technical foundation while applying her knowledge in a professional setting."
